pid,LatDist,LongDist,MaxVel,MeanVel,MaxLatAcc,MeanLatAcc,MaxLongAcc,MeanLongAcc,MaxLatJerk,MeanLatJerk,MaxLongJerk,MeanLongJerk,NumPks,MaxPkAmp,MeanScl,MeanEntropy,MaxEntropy,MeanDwell,MaxDwell,MeanHr,MaxHr,Event,Trial
23,200,10.189403,8.450445,1.9749107002,0.726951,0.1778347842,-2.903439,0.8101516667,0.604622,0.0870801655,3.01607,0.3943930719,2,0.3707295228,0.1839374677,0.0638967971,0.0981050148,0.0695627414,0.1124651309,96.5793758461,113.6218073542,3,0
23,200,200,9.772702,8.7954184351,3.792049,1.6729088626,-2.20371,0.5528950382,-2.135098,0.7324963092,-1.329461,0.254132813,0,-0.0666907075,-0.0666907075,0.0732087958,0.1236584827,0.053559626,0.0984174971,107.038011801,116.3406173945,4,0
19,10.345527,200,10.288518,9.9616980891,0.57525,0.1565334703,-0.590443,0.439851995,-0.767674,0.1994683614,0.364934,0.033604198,2,0.0968816593,0.0118160007,0.1858496042,0.2297192271,0.7727654731,0.8582361714,96.7860229935,102.566248525,1,1
19,200,200,10.273425,4.636193244,-0.321108,0.1267921548,-2.91675,1.0948385833,-0.562644,0.0955571815,2.885115,0.4671278393,1,-0.0895874602,-0.0847426841,0.2137276317,0.2980159625,0.7837748392,0.8542260722,77.4324852401,96.7979544159,2,1
19,200,11.822673,10.128108,2.7273254004,-0.168838,0.0765675693,-2.971498,0.6708796945,-0.237582,0.030056685,2.942637,0.3566647913,0,0.0177759964,0.0177759964,0.172512631,0.2216569377,0.7492355825,0.8582891543,88.8267042216,102.8505494183,3,1
19,200,200,9.877221,9.0505892362,3.831773,1.7128042323,-1.739704,0.4225630748,-2.16141,0.7623542323,-1.031337,0.2242872835,1,-0.0041561899,0.008165968,0.2128791099,0.2401374941,0.6918717292,0.7679509676,94.4806156524,113.8963502632,4,1
15,7.536431,200,10.16461,9.6201354608,0.483331,0.160571451,-0.393743,0.1993979265,-0.343284,0.1081155833,0.410201,0.0935678137,0,-0.0705312243,-0.0705312243,0.1650395676,0.2017231888,0.2397367706,0.28072245,115.6410448142,124.2687042393,1,3
10,6.215815,200,10.211068,9.8985056667,0.571859,0.1554302598,-0.747334,0.4671242402,0.452428,0.0825719167,0.215502,0.0254977941,0,-0.0063567106,-0.0063567106,0.2454538989,0.2780119312,0.3028350972,0.3549693851,87.6457790837,98.8851436531,1,1
10,200,200,10.052483,4.395913304,-0.346932,0.1087878182,-2.993238,1.0311360994,-0.202571,0.0330759176,1.120945,0.192160054,2,0.2474931457,-0.0408956324,0.083677585,0.1644159118,0.07864153,0.1931841754,79.1229599023,86.6140645258,2,1
10,200,18.298154,10.067215,3.1256126109,0.125041,0.0369479783,-3.223055,0.7163103652,-0.093943,0.0135352913,1.319678,0.1462472543,2,0.2644142908,0.153100573,0.1501177234,0.2096475946,0.2449915428,0.4191337914,103.1825403246,116.1181371141,3,1
10,200,200,9.611893,7.5452058092,2.258983,1.1096839901,-1.562825,0.5065424013,0.627045,0.1906624868,-0.605873,0.1401525757,0,-0.0299608877,-0.0299608877,0.1334049942,0.1932176553,0.1820274732,0.3109396021,85.6851378255,90.778227605,4,1
28,4.616382,200,10.213696,9.8137258976,-0.57708,0.1651872683,-1.03779,0.5075455854,-0.437037,0.1044677366,-0.398321,0.0420556585,0,-0.1524872136,-0.1524872136,0.2597801791,0.2873031783,0.4593356487,0.5454177592,101.5505480683,107.2810812843,1,1
28,200,200,10.422943,4.4940489798,-0.384515,0.1406899625,-2.92233,1.0767459914,-0.189125,0.0383863689,1.035711,0.1873110548,1,0.7313761304,0.1949147401,0.2569235114,0.2891723748,0.5305432115,0.7038299621,95.7394643704,115.5926734638,2,1
28,200,10.152929,9.96067,2.97568347,-0.223843,0.0788456046,-2.911266,0.8233288716,-0.0979,0.0146623996,0.915542,0.1231471781,3,0.5110726038,0.1554537903,0.2239829008,0.2732064256,0.5177875953,0.723887314,93.4244122533,119.232089211,3,1
28,200,200,9.716364,6.5932649843,2.287133,1.0560119245,-2.19328,0.8540433208,0.678495,0.1952083176,0.858296,0.162259761,1,0.3190074144,0.1418589933,0.2346785579,0.2666027929,0.3412250109,0.379032646,83.2293731115,143.5243977048,4,1
12,5.972961,200,10.072921,9.8238726049,0.54057,0.1474500927,-0.656112,0.4576351805,-0.609782,0.1806708293,0.668497,0.0517982878,0,0.3683915753,0.3683915753,0.2212893146,0.2482318732,0.7105522169,0.8217365186,81.7078610796,96.6162121367,1,1
12,200,200,10.452113,4.4953964,-0.387964,0.1254406522,-3.191703,1.0999001188,0.582232,0.0943246696,2.845206,0.5093058812,1,-0.0010228394,0.0696096639,0.2033069429,0.2353526202,0.6387765193,0.7620415213,94.2157834143,114.8882322177,2,1
12,200,18.172132,10.093933,3.0571963021,-0.143716,0.0461281404,-3.223017,0.758680334,-0.236981,0.0351565723,3.384091,0.3865627021,2,1.2441488402,0.1822951154,0.231785837,0.2624356788,0.6532897553,0.7319611652,91.1417049045,105.7543942047,3,1
12,200,200,9.656212,6.9308042319,2.263972,1.011364247,-1.650263,0.6896242169,1.584362,0.448851006,-1.457543,0.3117097229,0,-0.3828770268,-0.3828770268,0.2196270627,0.2636778248,0.6380637562,0.7260626417,87.7149197934,101.4134850014,4,1
27,9.524573,200,10.23615,9.9378004335,0.593413,0.15962,-0.824356,0.4798594778,-0.252033,0.0671371527,0.234019,0.0276729655,0,0.0249481807,0.0249481807,0.2647184929,0.3034788916,0.6879062983,0.762878715,146.0440408831,168.7943512016,1,2
27,200,200,9.993423,4.4613579224,-0.366609,0.1179497184,-3.032577,1.0402891034,0.190839,0.0321143448,1.119646,0.1968038822,2,0.1260421034,0.0537422121,0.2657508302,0.3043014834,0.6796351053,0.765996408,151.7646607123,180.4201794666,2,2
27,200,15.029923,10.105242,2.2242128311,-0.152719,0.0314788575,-3.058664,0.8211214803,-0.102391,0.0143848509,1.310117,0.1375642522,1,0.0651182058,0.0140908551,0.263521124,0.3054548648,0.6793351063,0.8322828118,155.2667739536,179.8664145178,3,2
27,200,200,9.628878,7.4238861683,2.240847,1.0917136278,-1.654605,0.5479942362,0.644072,0.1923734725,-0.534963,0.1442718414,0,-0.0455284892,-0.0455284892,0.2549150425,0.2919870144,0.5749012617,0.6618652986,168.126987884,188.7514376138,4,2
23,7.26599,200,10.177735,9.7440010697,0.568848,0.1917516816,-0.397111,0.1363512438,-0.411153,0.1235065323,0.248703,0.0853639005,0,0.0909681113,0.0909681113,,,0.3666083558,0.5514338146,110.266870486,130.4987859952,1,3
23,200,27.241876,10.761128,3.1400425274,-0.398696,0.1307077769,-3.247717,0.85290657,0.523063,0.0723225294,3.364784,0.4299339432,2,0.0293508029,-0.110036743,,,0.0834459735,0.160591263,99.1374364771,123.1924989064,2,3
23,200,9.918734,10.691715,2.0037770665,0.931139,0.1354872138,-3.285553,0.8972113824,1.294523,0.1375478266,-2.591101,0.4771349477,3,0.4455995137,0.2550251534,,,0.0668891944,0.100260805,79.8859492012,89.6886806978,3,3
23,200,200,9.692088,7.305794172,2.266865,1.0859793726,-1.685698,0.612147051,1.601239,0.4802592293,-1.274342,0.3323579777,1,-0.058240094,-0.031052319,,,0.083205913,0.1203153473,129.5162396328,139.4859055169,4,3
17,9.226332,200,10.296441,9.9193707882,0.556305,0.1494331872,-0.550725,0.4244120148,0.923056,0.1939758177,-0.319059,0.0380144581,1,-0.1093035754,-0.1113085949,0.2053406038,0.258919536,0.3084092174,0.4790990677,93.3506499839,113.120786168,1,1
17,200,200,10.184665,4.6147046914,-0.360489,0.1178138131,-2.768834,1.094151181,0.484131,0.0884673798,2.784441,0.4871350801,0,-0.2055185078,-0.2055185078,0.2158913044,0.2602595492,0.4163117988,0.6598794186,76.5613112749,84.256181368,2,1
17,200,16.38248,10.134265,2.9146240525,-0.135236,0.0561198828,-3.087276,0.6493371172,-0.27737,0.0331859838,3.001456,0.3254147253,2,0.2150354957,0.1359722774,0.2804362783,0.3092671051,0.5972165454,0.7628835003,83.2843322786,99.271420006,3,1
17,200,200,9.730557,8.9461197665,3.844271,1.6737468716,-1.508529,0.4492735837,-2.069417,0.7447992023,-0.711792,0.2031397004,0,0.0717007387,0.0717007387,0.2232854269,0.2513537456,0.249817073,0.3209343993,70.3839809725,80.8222610467,4,1
22,10.199778,200,10.19005,9.6379917094,0.551213,0.1996257931,-0.415144,0.1771085764,0.145899,0.0516467192,0.109642,0.0382691921,0,0.0659065854,0.0659065854,0.2030036776,0.2613036812,0.7447213229,0.8263260641,150.5628012368,163.8380149385,1,3
22,200,33.276261,10.38397,4.4867121676,-0.372879,0.1174748468,-2.855961,1.084345659,-0.205277,0.0345168642,1.195428,0.1849519335,2,0.4003602783,0.1492228488,0.093477984,0.135361232,0.1341690879,0.2323039904,124.4379443021,142.524762209,2,3
22,200,16.712586,9.315061,2.0226828993,0.698945,0.18850157,-3.035913,0.8355516143,-0.272512,0.0379780074,1.248217,0.1847293317,1,0.1396575151,0.090180959,0.0943397872,0.2004769545,0.1323910705,0.248704689,135.8904226635,173.1281653976,3,3
22,200,200,9.659213,6.4634952674,2.233551,0.9969887645,-1.890733,0.7929622616,0.636299,0.1773933547,0.702525,0.1339011047,3,0.283235905,0.0711543659,0.1135032712,0.1278287441,0.1028486175,0.1243284573,116.0462317682,129.1230259543,4,3
20,7.909609,200,10.378486,10.09029423,0.589299,0.1644987,-0.614811,0.43665918,-0.263968,0.073437695,0.189123,0.015782735,1,-0.0733482847,-0.2177482764,0.1561169808,0.1877364004,0.8799306177,0.942425475,106.6476826242,115.281100161,1,1
20,200,200,10.399686,4.8318052547,-0.339812,0.1335123665,-2.769895,1.1782339689,0.236521,0.042088,1.190488,0.2007971894,1,0.2720949857,-0.0367845629,0.1895817286,0.245676482,0.8522283001,0.932424614,113.0150542152,130.6355606331,2,1
20,200,12.172477,10.127562,2.8562601882,-0.197213,0.1103070333,-2.571261,0.5250033941,-0.099913,0.0139189667,-1.207871,0.1271105039,4,0.3460284513,0.1366203578,0.190150962,0.2687611882,0.8316293829,0.9464602963,99.9402383018,133.0117427908,3,1
20,200,200,9.728121,8.3543548514,3.799358,1.575166442,-2.317837,0.6929302899,-0.82458,0.2958487681,-0.545438,0.0973693587,1,0.291602031,0.1004341013,0.2365199525,0.2760950357,0.7167814792,0.7981220238,137.2129607175,155.536363883,4,1
13,6.9222,200,10.111945,9.7326574478,0.566303,0.1860817463,-0.360194,0.1074561542,-0.147665,0.0487648458,0.083475,0.02806301,2,0.1238387547,0.0976698553,,,0.839206809,0.911749144,97.7390615338,105.9318791599,1,3
13,200,36.575642,10.053278,4.5662591579,-0.31933,0.1267560175,-2.774415,1.0679959357,-0.202017,0.0357615409,0.962165,0.1802185,2,0.1789499831,0.0531291065,,,0.6969274255,0.7921778426,126.1640965325,139.9295997496,2,3
13,200,12.287449,10.082708,1.8992244622,1.123382,0.1870538764,-3.565029,0.7370138993,-0.374125,0.0411818787,1.438745,0.1692540847,1,0.5005124305,0.1926253636,,,0.7660166851,0.9043053085,149.0899967532,190.8563714737,3,3
13,200,200,9.77056,9.0574363636,3.905394,1.7332752767,-1.787949,0.4428034348,-0.879281,0.3095693636,-0.511482,0.0879326759,1,-0.0055111103,-0.0762677303,,,0.8030687417,0.9143315322,111.0889533772,132.9989208986,4,3
11,8.387775,200,10.152414,9.8718638873,0.54463,0.1499298676,-0.75936,0.4681675343,-0.333007,0.0763863971,0.194239,0.0267489559,1,-0.1055773766,-0.1530795913,,,0.9070764098,0.974533771,79.309370635,96.8637854463,1,1
11,200,200,10.378952,4.4674072069,-0.39675,0.1266323822,-2.953986,1.0833503448,0.210123,0.0364633822,1.216015,0.1879053276,2,0.3055705094,0.2499022028,,,0.7805371234,0.8744472888,82.212593832,105.1928575345,2,1
11,200,18.932976,10.136073,3.2410862998,-0.114705,0.0367083557,-3.115044,0.7206567562,0.0884,0.013495745,1.34221,0.1458412886,2,0.3953528377,0.0998775866,,,0.8898880082,0.9753770246,88.6468212043,91.3116953117,3,1
11,200,200,9.685662,4.3487074712,2.246508,0.675253125,-2.130095,0.6196388827,0.615893,0.1166348962,0.786636,0.1101145673,2,1.1107578935,0.0726273742,,,0.7577866759,0.8542235084,70.7873166083,92.9095775737,4,1
17,8.999134,200,10.350658,10.089245645,0.628917,0.152789235,-0.720533,0.47278364,0.804698,0.227049785,0.512087,0.063143875,0,0.0255253529,0.0255253529,0.2126843401,0.2564765841,0.3863682856,0.6439098612,111.657778566,152.9138418469,1,2
17,200,200,10.576083,4.7698078896,-0.350694,0.1282047761,-2.856228,1.1728153313,0.532664,0.0942551564,2.932005,0.4825107209,1,-0.0981281092,-0.1520913934,0.2569564115,0.3240832438,0.4355165078,0.6716800524,77.048207072,82.8971410376,2,2
17,200,19.48912,9.566071,2.0500186519,-0.103898,0.0301624366,-2.69039,0.721559664,0.222203,0.0317719276,2.966342,0.2767412455,2,0.3841805301,0.0892446908,0.2657681035,0.3018024672,0.5726179604,0.7841705,101.7785794002,187.7611689606,3,2
17,200,200,9.729516,7.4494650487,2.266107,1.0991110357,-1.628985,0.5419179968,1.648197,0.4971404903,-1.522327,0.3484886786,0,-0.0158391983,-0.0158391983,0.1828757393,0.2260460685,0.2227675984,0.2989034922,88.1671158332,108.1689434499,4,2
28,7.794772,200,10.291491,9.9605660788,0.569768,0.1573944532,-0.567295,0.4351045714,-0.310721,0.0740292512,-0.120566,0.0135033005,1,-0.0907510654,-0.1238004098,0.1761642736,0.21375504,0.2088418893,0.2767507473,67.1152381584,88.0587751667,1,2
28,200,200,10.12259,4.6303137537,-0.355349,0.1347841929,-2.972693,1.0902525875,-0.196369,0.0371389318,1.206193,0.191136819,2,0.9182608661,0.2587251357,0.2013270902,0.2489508879,0.3898622454,0.51126779,101.6190783476,125.5499985897,2,2
28,200,11.590551,10.144289,2.2415604595,-0.206832,0.1056542363,-2.826312,0.6690498293,0.089752,0.0109179891,1.272843,0.1285998665,1,0.2710993083,-0.0157240608,0.2042691161,0.258387854,0.2432295015,0.3269347217,87.3947434021,98.4881841974,3,2
28,200,200,9.70518,8.778372567,3.889703,1.6731713525,-2.631746,0.5687741303,-0.884452,0.3063036284,-0.580234,0.1099497241,0,0.096097497,0.096097497,0.1736263051,0.1882229174,0.2002009686,0.2366617891,77.85170937,106.2813869911,4,2
14,9.324651,200,10.206645,9.8439643707,0.557394,0.1699180976,-0.767065,0.4569173268,-0.574743,0.1834497024,-0.566442,0.0662062537,1,0.1372752079,0.0825776319,0.2584815171,0.2874151324,0.684870408,0.7701698068,102.7870270825,112.5461238344,1,2
14,200,200,9.57126,3.1619842281,-0.211209,0.0996947454,2.519773,1.0474439817,0.454774,0.0579167026,-2.492241,0.5638686517,2,0.2367489039,0.0442389794,0.2505902602,0.2885145791,0.5702793624,0.827444121,93.7259027539,117.9417398846,2,2
14,200,15.980583,10.0529,2.2565740201,-0.224107,0.130992317,-2.571799,0.745948067,-0.231007,0.0305989554,2.615016,0.3289852165,1,0.143902293,0.0204461265,0.2324603752,0.2956236543,0.7237004681,0.8361801644,94.4250922974,112.8075148063,3,2
14,200,200,9.673608,7.2609320601,2.264537,1.074289962,-1.631943,0.6253204778,-1.597488,0.4872444272,-1.35613,0.3415966835,0,-0.0329969396,-0.0329969396,0.2577916042,0.3193330031,0.6160907184,0.7499496623,90.1113913583,101.6432584697,4,2
22,4.006457,200,10.249132,9.9537988627,0.603119,0.1361521422,-0.814133,0.4804399657,-0.205404,0.0680223431,0.301083,0.0284514314,0,-0.0494651398,-0.0494651398,0.1873783489,0.2396682832,0.262722863,0.3609980428,107.4389571151,119.9111889456,1,2
22,200,200,10.389408,4.6935900755,-0.39421,0.1184219637,-2.88396,1.1382080816,-0.207278,0.037495287,1.213604,0.1898763867,2,0.3200740264,0.1005704954,0.0866433102,0.1213681543,0.1181874805,0.1965156982,101.0223615483,131.9020481891,2,2
22,200,13.741161,8.227035,2.1655169399,-0.122541,0.045707676,-2.513839,0.7506101481,0.075096,0.0112526845,1.068654,0.1706882275,3,0.4691740285,0.1915819021,0.1791808675,0.2358816308,0.7932565446,0.9505547729,147.2156826786,173.5711890033,3,2
22,200,200,9.669074,7.2186363742,2.272846,1.0743612107,-2.144236,0.648246717,0.621754,0.1871328082,-0.559178,0.1566203082,2,0.100063507,-0.0287862374,0.1069694967,0.2072824167,0.106939307,0.2343092375,118.2331544076,135.0387071873,4,2
26,9.858777,200,10.208244,9.7191952537,0.54803,0.1823537413,-0.376709,0.1594784378,0.447917,0.1325170398,0.24235,0.0880353831,0,-0.0849395025,-0.0849395025,0.2760738626,0.2925597118,0.5535290442,0.6376775453,140.0811044777,153.3357670073,1,0
26,200,32.298673,10.169159,2.8651622907,-0.491174,0.1365622389,-3.166923,0.7046223148,-0.461093,0.0621515407,3.246764,0.3568735667,3,0.5861760138,0.190214308,0.2095457905,0.2639417295,0.3040685896,0.5414517948,108.8281699499,129.7694132911,2,0
26,200,17.958066,8.941514,1.5565012628,0.586594,0.1919234631,-2.888263,0.66228769,0.652539,0.0720662306,-3.046459,0.3263457183,1,0.374652603,0.1306930644,0.1863907514,0.2469739082,0.3943180108,0.6977837081,111.8871632375,125.0476957661,3,0
26,200,200,9.790023,9.0102589094,3.744898,1.6848199528,-1.616164,0.4158396457,-2.230425,0.791152815,-1.161302,0.236796878,2,0.259246929,-0.0270356795,0.2324305342,0.246933726,0.3361923744,0.3848881359,115.5704806054,123.0188093757,4,0
16,3.399795,200,10.187846,9.8798515196,0.558184,0.1463644755,-0.62223,0.4451430098,0.761916,0.2099135196,0.39707,0.0491246373,0,0.0259034799,0.0259034799,0.2315252449,0.2872774866,0.3735164172,0.5196510928,71.6950732902,80.4090623167,1,1
16,200,200,10.095758,4.5979442684,-0.353695,0.121985233,-2.724737,1.0822419086,-0.499236,0.0953579705,2.740895,0.475987118,1,0.1239475416,-0.0271084021,0.2020589041,0.2590513193,0.3136024459,0.4666110299,76.1966547587,104.1457082014,2,1
16,200,10.519703,9.559446,2.5705163681,-0.15321,0.0779887965,-2.901993,0.5668600106,0.337736,0.0321957717,2.854874,0.3663001292,1,-0.0216304827,-0.0063614142,0.1634431297,0.2199049485,0.2283787887,0.3649488715,87.6502264822,129.5372271548,3,1
16,200,200,9.719872,8.82381465,3.822284,1.6666266731,-1.662548,0.5105417385,-2.127134,0.7341717385,-0.835707,0.2076755885,0,0.0045394568,0.0045394568,0.1445481343,0.1910544558,0.1370987517,0.2005169117,92.5492222322,116.0558216154,4,1
27,8.370679,200,10.175079,9.7895120151,0.599343,0.1928935528,-0.386862,0.119111201,0.169331,0.050174392,0.098646,0.0314920804,0,-0.0387681247,-0.0387681247,0.2830735614,0.3142452828,0.5853998671,0.6638895967,114.1606683251,125.9415284753,1,3
27,200,33.605484,10.394584,4.3336031783,-0.370671,0.1175147354,-2.970713,0.9295672813,-0.249251,0.0343272033,1.168925,0.2166159805,1,0.1884621901,0.0954329753,0.2867935398,0.336209331,0.5408039021,0.7120513333,122.1747844064,152.8430215353,2,3
27,200,10.98922,8.233013,1.6177396562,0.660511,0.1695441631,-2.950085,0.6777746208,0.239637,0.0285386562,1.18479,0.1336584086,0,0.127045034,0.127045034,0.256763452,0.3069233724,0.7361168849,0.8484085012,114.4191255654,128.941994883,3,3
27,200,200,9.589738,5.9198264142,2.272868,0.898561686,-1.915627,0.7959647177,0.631712,0.1590446201,0.727681,0.1441350897,0,-0.092417057,-0.092417057,0.2615761602,0.2814382279,0.3595131442,0.4150696331,118.4595377991,192.4051306967,4,3
10,10.231702,200,10.156094,9.6840581089,0.604289,0.2036931089,-0.369217,0.1440597426,0.191457,0.0551784604,0.092196,0.0329953317,0,-0.0443069394,-0.0443069394,0.1733124626,0.201132921,0.1659807002,0.1946525384,98.9410768521,106.6296684107,1,3
10,200,36.620158,10.381073,4.4923581623,-0.401586,0.1292062841,-3.083635,1.0739089507,-0.200276,0.036777342,1.340723,0.211647487,1,0.166716527,0.0888456598,0.0526104501,0.125250548,0.0546857927,0.1317315291,113.2133457991,166.50196929,2,3
10,200,13.359791,10.480429,1.6364625884,0.918151,0.196740249,3.130767,0.8203608454,-0.31001,0.0376690361,-1.17009,0.1645893072,0,0.0648268628,0.0648268628,0.1932432732,0.268103818,0.2199429088,0.3490023969,108.2049903159,170.3294495039,3,3
10,200,200,9.64752,7.6216645515,2.256993,1.1237659601,-1.585264,0.481991711,0.622286,0.1961630897,-0.657169,0.1308736678,0,-0.0481143148,-0.0481143148,0.1535006934,0.238856818,0.1987304589,0.3330091309,99.5397944079,113.2407860713,4,3
9,6.632287,200,10.142803,9.8099938398,0.58743,0.1441686117,-0.72958,0.4726183641,-0.252001,0.0771435388,0.274557,0.0260427816,0,-0.062714566,-0.062714566,0.2356823787,0.2644852853,0.4866011876,0.5775061957,129.1256798871,151.5755871083,1,1
9,200,200,10.386993,4.5062863353,-0.34203,0.114239211,-2.973385,1.0879613064,0.178367,0.0350797254,1.184219,0.1910610665,2,0.1056950606,-0.0078885409,0.2421657972,0.3130313078,0.4367542732,0.519499155,150.4726241653,189.0540062674,2,1
9,200,20.920963,10.110507,3.0686580932,-0.165442,0.0422237945,-2.429198,0.7344287775,-0.122985,0.0136822267,-1.11163,0.1640371695,0,0.0459558054,0.0459558054,0.2093473264,0.239428893,0.860242688,0.9143822248,119.6942645612,151.5881420523,3,1
9,200,200,9.628624,7.2755198006,2.283738,1.082539693,-1.741129,0.616780057,0.625575,0.1854746139,-0.510491,0.1305178608,2,0.1775171975,0.0618437645,0.2280482882,0.2681612683,0.7002359587,0.8881323918,141.9097548034,161.1525023725,4,1
24,7.004564,200,10.253059,9.9857718515,0.576357,0.163548995,-0.838414,0.4833555594,0.791993,0.1675116188,0.487806,0.0744649307,1,0.1804820391,0.1055706248,0.0962018611,0.1209583564,0.1308445485,0.1905946668,91.2935737854,95.1872426683,1,1
24,200,200,10.403857,4.0538242135,-0.363883,0.1204684089,-2.831645,0.9473437708,-0.457668,0.0795221172,2.912334,0.4185712161,2,0.1969143365,0.028743512,0.1555878857,0.1956798292,0.1915850835,0.3529227131,74.2510023849,112.704805453,2,1
24,200,9.277222,10.13786,2.9836039754,-0.192904,0.1054105471,-2.974877,0.55987575,0.249171,0.035003207,3.071085,0.3013417111,2,0.1259441717,0.0007048696,0.1482994078,0.2186752663,0.1837898375,0.3009460775,114.474391595,124.5382743882,3,1
24,200,200,9.666817,5.6553773795,2.218981,0.8748629282,-1.758023,0.7736571,1.648123,0.3804119179,-1.377331,0.3252243615,1,0.0273487042,-0.0280461142,0.1424026249,0.2564110599,0.1848776467,0.3877385273,88.9173872006,100.8158782245,4,1
13,10.387134,200,10.278133,9.9298106305,0.552777,0.1617292118,-0.567946,0.421988532,-0.264617,0.0822750246,0.128807,0.0172119901,0,-0.0790114633,-0.0790114633,0.1310469061,0.1543500253,0.9314644025,0.9564912099,137.0507944216,149.3749427837,1,1
13,200,200,10.01582,4.6902416687,-0.353392,0.1315829096,-2.709328,1.0964855241,0.166132,0.0374049608,1.164851,0.1949450181,2,0.4222724539,0.1159481754,0.1722636627,0.2289326372,0.8384874718,0.916907287,130.8108275538,173.0086403142,2,1
13,200,20.201231,10.079475,2.6957916841,-0.151057,0.0597492692,-2.237425,0.6233238243,-0.102642,0.011998243,-0.979078,0.1296516505,1,0.4509135646,0.1697039088,0.0812352619,0.1478935148,0.9419208663,1.0007757426,136.9123976863,162.1841554075,3,1
13,200,200,9.708439,9.0030008667,3.88877,1.7083728196,-2.04543,0.4500347451,-0.886312,0.3079103294,-0.462584,0.0942396941,0,0.0505440939,0.0505440939,0.1321799297,0.1695338077,0.9358164655,0.9665374246,100.5505575373,131.1381768544,4,1
25,8.366385,200,10.132447,9.6860172886,0.569028,0.1927108358,-0.389073,0.138195791,0.405683,0.1338856269,0.243752,0.0849181542,1,0.9382664722,0.6142397575,0.2314704997,0.2733469705,0.4635649063,0.5856892553,72.3783050121,85.8449792516,1,3
25,200,25.861769,11.192618,4.44766935,3.768419,0.3283712312,3.254827,0.5878054115,-2.167023,0.1914146572,-3.229509,0.2599631508,18,1.5160092743,0.1277059332,0.2552913113,0.3364751627,0.4806771857,0.8121159657,92.1335063246,192.2795359171,2,3
12,12.294682,200,10.230781,9.9162628186,0.444767,0.1448968775,-0.838081,0.4327016618,-0.657148,0.1629121912,0.503813,0.103909299,0,-0.2460357557,-0.2460357557,0.1728621109,0.1988936988,0.6009931392,0.7138560257,94.347987912,97.9371027615,1,2
12,200,200,10.665139,3.9489439413,-0.382551,0.1225329515,-3.272738,1.0410053878,-0.685228,0.0867503699,-2.980838,0.6465396862,0,0.1154677498,0.1154677498,0.2075278971,0.2627994677,0.7119127219,0.8384698772,112.8131428563,129.0711758394,2,2
12,200,12.791357,9.431574,2.2192468359,-0.134227,0.0490957029,2.862881,0.8059283481,-0.257957,0.0295902395,2.887377,0.4956156763,4,2.0114442503,0.9191632118,0.2480148971,0.2826425233,0.6179457257,0.7280542972,99.6644118027,114.3746179709,3,2
12,200,200,9.645985,4.4655126274,2.231433,0.7225385853,-2.295371,0.6716128337,1.577228,0.3187353074,1.388428,0.3140146632,0,-0.1284603144,-0.1284603144,0.2680669454,0.28334133,0.5955321184,0.6698398529,89.5856559941,104.5258489012,4,2
